GDS ID	Pubmed ID	MeSH Terms
GDS1288	15971941	Adipocytes/cytology ¥ Adipocytes/metabolism ¥ Aggrecans/genetics ¥ Aggrecans/metabolism ¥ Animals ¥ Cell Differentiation* ¥ Cell Line ¥ Cell Separation/methods* ¥ Chondrocytes/cytology ¥ Chondrocytes/metabolism ¥ Coculture Techniques ¥ Embryonic Stem Cells* ¥ Gene Expression Regulation ¥ Humans ¥ Mesenchymal Stem Cells/cytology* ¥ Mesenchymal Stem Cells/metabolism ¥ Mice ¥ Multipotent Stem Cells/cytology* ¥ Multipotent Stem Cells/metabolism ¥ Muscle Fibers, Skeletal/cytology ¥ Muscle Fibers, Skeletal/metabolism ¥ MyoD Protein/genetics ¥ MyoD Protein/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ PPAR gamma/genetics ¥ PPAR gamma/metabolism ¥ RNA, Messenger/metabolism ¥ Stromal Cells
GDS1289	15722350	Amino Acid Motifs ¥ Anti-Inflammatory Agents/pharmacology* ¥ Apoptosis ¥ Binding Sites ¥ CASP8 and FADD-Like Apoptosis Regulating Protein ¥ Cell Cycle ¥ Cell Differentiation ¥ Cell Nucleus/metabolism ¥ Cytokines/metabolism ¥ Epidermis/metabolism* ¥ Gene Expression Regulation* ¥ Gene Silencing ¥ Humans ¥ In Situ Nick-End Labeling ¥ Inflammation ¥ Intracellular Signaling Peptides and Proteins/metabolism ¥ Keratinocytes/metabolism* ¥ Microscopy, Fluorescence ¥ Models, Biological ¥ NF-kappa B/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ Promoter Regions, Genetic ¥ RNA/metabolism ¥ RNA, Complementary/metabolism ¥ RNA, Small Interfering/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Signal Transduction ¥ Software ¥ Time Factors ¥ Tumor Necrosis Factor-alpha/metabolism*
GDS1290	14607935	Biological Markers ¥ CD4-Positive T-Lymphocytes/cytology ¥ CD4-Positive T-Lymphocytes/immunology* ¥ CD4-Positive T-Lymphocytes/metabolism* ¥ Cells, Cultured ¥ GATA3 Transcription Factor ¥ Gene Expression Profiling ¥ Humans ¥ Interferon-gamma/biosynthesis ¥ Interferon-gamma/genetics ¥ Interleukin-12/physiology* ¥ Interleukin-4/biosynthesis ¥ Interleukin-4/genetics ¥ Interleukin-4/physiology* ¥ Oligonucleotide Array Sequence Analysis ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ T-Box Domain Proteins ¥ Th1 Cells/cytology ¥ Th1 Cells/immunology ¥ Th1 Cells/metabolism ¥ Th2 Cells/cytology ¥ Th2 Cells/immunology ¥ Th2 Cells/metabolism ¥ Transcription Factors/biosynthesis ¥ Transcription Factors/genetics ¥ Transforming Growth Factor beta/physiology*
GDS1295	16155903	Case-Control Studies ¥ DNA Footprinting/methods ¥ Eye Proteins/genetics ¥ Eye Proteins/metabolism ¥ Fetus ¥ Gene Expression/physiology ¥ Gene Expression Regulation, Developmental/physiology ¥ Gestational Age ¥ Homeodomain Proteins/genetics ¥ Homeodomain Proteins/metabolism ¥ Humans ¥ Motor Neuron Disease/pathology* ¥ Oligodendroglia/metabolism* ¥ Oligodendroglia/pathology* ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Paired Box Transcription Factors/genetics ¥ Paired Box Transcription Factors/metabolism ¥ RNA, Messenger/biosynthesis ¥ Repressor Proteins/genetics ¥ Repressor Proteins/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Spinal Cord/abnormalities ¥ Spinal Cord/pathology* ¥ Transcription Factors/genetics ¥ Transcription Factors/metabolism
GDS1304	17115125	Biological Markers/metabolism* ¥ Bronchoscopy ¥ Gene Expression Profiling ¥ Gene Expression Regulation* ¥ Humans ¥ Oligonucleotide Array Sequence Analysis ¥ Phenotype ¥ Pulmonary Disease, Chronic Obstructive/metabolism ¥ RNA, Messenger/analysis ¥ Respiratory Mucosa/metabolism* ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Smoking/metabolism*
GDS1312	16188928	Algorithms ¥ Cluster Analysis ¥ Computational Biology/methods* ¥ Computers ¥ Databases, Protein ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic* ¥ Genome, Human ¥ Genomics/methods* ¥ Humans ¥ Lung/pathology ¥ Lung Neoplasms/genetics* ¥ Lung Neoplasms/metabolism* ¥ Oligonucleotide Array Sequence Analysis ¥ Protein Interaction Mapping ¥ Proteome ¥ RNA, Messenger/metabolism* ¥ Software ¥ Transcription, Genetic
GDS1313	16078232	Cells, Cultured ¥ Extracellular Matrix/metabolism* ¥ Fibrosis/genetics ¥ Fibrosis/metabolism ¥ Fibrosis/prevention & control ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Gene Expression Regulation/genetics* ¥ Glaucoma, Open-Angle/genetics ¥ Glaucoma, Open-Angle/metabolism ¥ Glaucoma, Open-Angle/physiopathology ¥ Glial Fibrillary Acidic Protein/metabolism ¥ Growth Substances/genetics ¥ Growth Substances/metabolism ¥ Humans ¥ Nerve Tissue Proteins/genetics ¥ Nerve Tissue Proteins/metabolism* ¥ Neuroglia/drug effects ¥ Neuroglia/metabolism* ¥ Neuroglia/ultrastructure ¥ Oligonucleotide Array Sequence Analysis ¥ Optic Disk/drug effects ¥ Optic Disk/metabolism* ¥ Optic Disk/ultrastructure ¥ Polymerase Chain Reaction ¥ RNA, Messenger/analysis ¥ RNA, Messenger/genetics ¥ Regulatory Elements, Transcriptional/genetics ¥ Transcriptional Activation/drug effects ¥ Transcriptional Activation/genetics ¥ Transforming Growth Factor beta/metabolism* ¥ Transforming Growth Factor beta/pharmacology ¥ Up-Regulation/drug effects ¥ Up-Regulation/genetics
GDS1314	15967107	Cell Line ¥ Cell Line, Tumor ¥ Chromosome Aberrations ¥ Chromosome Banding ¥ Chromosome Breakage ¥ Cyclin-Dependent Kinase 6 ¥ Cyclin-Dependent Kinases/genetics* ¥ Cyclin-Dependent Kinases/metabolism ¥ Cytogenetics ¥ Down-Regulation ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic* ¥ Humans ¥ In Situ Hybridization, Fluorescence ¥ Karyotyping ¥ Melanoma/genetics* ¥ Nucleic Acid Hybridization ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Small Interfering/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Temperature ¥ Translocation, Genetic*
GDS1317	16155357	Blood Pressure/physiology* ¥ Endothelium, Vascular/physiology* ¥ Gene Expression Profiling* ¥ Oligonucleotide Array Sequence Analysis*/standards ¥ Pyridines ¥ Reproducibility of Results ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Stress, Mechanical ¥ Umbilical Veins/physiology*
GDS1320	16242039	Apoptosis* ¥ B-Lymphocytes/metabolism* ¥ Calcimycin/pharmacology* ¥ Calcium/metabolism* ¥ Cell Cycle ¥ Cell Line ¥ Cell Membrane/metabolism ¥ Cluster Analysis ¥ Coagulants/metabolism ¥ Down-Regulation ¥ Gene Expression Regulation* ¥ Hemorrhagic Disorders/blood* ¥ Histones/metabolism ¥ Humans ¥ Ionophores/pharmacology* ¥ Microarray Analysis ¥ Mutation ¥ Oligonucleotide Array Sequence Analysis ¥ Phenotype ¥ RNA, Complementary/metabolism ¥ Signal Transduction ¥ Syndrome ¥ Transcription, Genetic* ¥ Up-Regulation
GDS1321	15833844	Adenocarcinoma/genetics* ¥ Adenocarcinoma/metabolism ¥ Adenocarcinoma/pathology ¥ Barrett Esophagus/genetics* ¥ Barrett Esophagus/metabolism ¥ Barrett Esophagus/pathology ¥ Cell Differentiation/genetics ¥ Cell Transformation, Neoplastic/genetics* ¥ Cornified Envelope Proline-Rich Proteins ¥ DNA-Binding Proteins/biosynthesis ¥ DNA-Binding Proteins/genetics ¥ Disease Progression ¥ Epithelial Cells/metabolism ¥ Epithelial Cells/physiology ¥ Esophageal Neoplasms/genetics* ¥ Esophageal Neoplasms/metabolism ¥ Esophageal Neoplasms/pathology ¥ GATA6 Transcription Factor ¥ Gene Expression ¥ Gene Expression Profiling ¥ Humans ¥ Multigene Family ¥ Proteins/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription Factors/biosynthesis ¥ Transcription Factors/genetics
GDS1324	16107895	Adolescent ¥ Adult ¥ Cell Proliferation ¥ Cell Transformation, Neoplastic ¥ Child ¥ Gene Expression Profiling ¥ Homeodomain Proteins/biosynthesis* ¥ Homeodomain Proteins/physiology ¥ Humans ¥ Leukemia-Lymphoma, Adult T-Cell/genetics* ¥ Leukemia-Lymphoma, Adult T-Cell/physiopathology* ¥ Nuclear Proteins/biosynthesis* ¥ Nuclear Proteins/physiology ¥ Oligonucleotide Array Sequence Analysis ¥ Oncogene Proteins, Fusion/biosynthesis* ¥ Proto-Oncogene Proteins/biosynthesis* ¥ Proto-Oncogene Proteins/physiology ¥ Repressor Proteins/biosynthesis* ¥ Repressor Proteins/physiology ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transcription, Genetic ¥ Up-Regulation
GDS1325	15741219	Adult ¥ CD4-Positive T-Lymphocytes/cytology* ¥ CD4-Positive T-Lymphocytes/physiology ¥ Cell Aging/immunology* ¥ Cell Division/immunology ¥ Cell Nucleus ¥ Cells, Cultured ¥ DNA-Binding Proteins ¥ Gene Expression/immunology ¥ Gene Expression Profiling ¥ Green Fluorescent Proteins/genetics ¥ Humans ¥ Immunologic Memory/physiology ¥ Telomerase/genetics* ¥ Telomerase/metabolism ¥ Telomere/metabolism* ¥ Transduction, Genetic
GDS1326	15821115	Adenoviridae/genetics ¥ Adenoviridae/metabolism ¥ Antigens, Neoplasm/genetics ¥ Antigens, Neoplasm/metabolism ¥ Breast Neoplasms*/genetics ¥ Breast Neoplasms*/metabolism ¥ Cell Cycle Proteins/genetics ¥ Cell Cycle Proteins/metabolism ¥ Cell Line, Tumor ¥ Cell Proliferation/drug effects* ¥ Estrogen Receptor alpha/genetics ¥ Estrogen Receptor alpha/metabolism* ¥ Estrogens/pharmacology* ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic* ¥ Genes, Reporter ¥ Genes, cdc* ¥ Humans ¥ Microtubule-Associated Proteins/genetics ¥ Microtubule-Associated Proteins/metabolism ¥ Molecular Sequence Data ¥ Neoplasm Proteins/genetics ¥ Neoplasm Proteins/metabolism ¥ Oligonucleotide Array Sequence Analysis
GDS1327	15851978	Aged ¥ DNA Primers/chemistry ¥ Epithelial Cells/metabolism* ¥ Eye Proteins/genetics* ¥ Gene Expression Profiling ¥ Gene Expression Regulation/physiology* ¥ Humans ¥ Lens Cortex, Crystalline/metabolism* ¥ Lens, Crystalline/metabolism* ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ RNA, Messenger/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Up-Regulation
GDS1329	15897907	Apocrine Glands/pathology* ¥ Biopsy ¥ Breast Neoplasms/classification ¥ Breast Neoplasms/genetics* ¥ Breast Neoplasms/pathology* ¥ Female ¥ Humans ¥ Oligonucleotide Array Sequence Analysis* ¥ Phenotype ¥ Receptor, erbB-2/analysis ¥ Receptor, erbB-2/genetics ¥ Receptors, Androgen/analysis* ¥ Receptors, Androgen/genetics* ¥ Receptors, Estrogen/analysis* ¥ Receptors, Estrogen/genetics* ¥ Signal Transduction
GDS1330	16107186	Adolescent ¥ Adult ¥ Aged ¥ Aged, 80 and over ¥ Antigens, CD/genetics ¥ Antigens, CD/metabolism ¥ Cell Adhesion Molecules/genetics ¥ Cell Adhesion Molecules/metabolism ¥ Colitis, Ulcerative/genetics ¥ Colitis, Ulcerative/metabolism ¥ Crohn Disease/genetics ¥ Crohn Disease/metabolism ¥ Female ¥ Gene Expression Profiling/methods ¥ Gene Expression Regulation ¥ Genome, Human ¥ Humans ¥ Immunohistochemistry ¥ Inflammatory Bowel Diseases/genetics* ¥ Inflammatory Bowel Diseases/metabolism ¥ Intestinal Mucosa/metabolism ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Protein Kinase C/genetics ¥ Protein Kinase C/metabolism ¥ Tumor Suppressor Proteins/genetics ¥ Tumor Suppressor Proteins/metabolism
GDS1331	16043692	Adult ¥ Base Sequence ¥ Brain/metabolism ¥ Case-Control Studies ¥ DNA Primers/genetics ¥ Enzyme Inhibitors/therapeutic use ¥ Female ¥ Gene Expression Profiling ¥ Genetic Markers* ¥ Genome, Human ¥ Histone Deacetylase Inhibitors ¥ Humans ¥ Huntington Disease/blood* ¥ Huntington Disease/drug therapy ¥ Huntington Disease/genetics* ¥ Huntington Disease/metabolism ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Phenylbutyrates/therapeutic use ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism
GDS1332	16043692	Adult ¥ Base Sequence ¥ Brain/metabolism ¥ Case-Control Studies ¥ DNA Primers/genetics ¥ Enzyme Inhibitors/therapeutic use ¥ Female ¥ Gene Expression Profiling ¥ Genetic Markers* ¥ Genome, Human ¥ Histone Deacetylase Inhibitors ¥ Humans ¥ Huntington Disease/blood* ¥ Huntington Disease/drug therapy ¥ Huntington Disease/genetics* ¥ Huntington Disease/metabolism ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Phenylbutyrates/therapeutic use ¥ RNA, Messenger/genetics ¥ RNA, Messenger/metabolism
GDS1333	16263771	Adolescent ¥ Albumins/metabolism ¥ Androgens/pharmacology* ¥ Child ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Leucine/metabolism ¥ Male ¥ Muscle, Skeletal/drug effects* ¥ Muscle, Skeletal/metabolism ¥ Muscular Dystrophy, Duchenne/drug therapy* ¥ Muscular Dystrophy, Duchenne/genetics ¥ Muscular Dystrophy, Duchenne/metabolism* ¥ Myosin Heavy Chains/biosynthesis* ¥ Myosin Heavy Chains/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ Oxandrolone/pharmacology* ¥ Protein Isoforms ¥ RNA, Messenger/chemistry ¥ RNA, Messenger/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Skeletal Muscle Myosins/biosynthesis* ¥ Skeletal Muscle Myosins/genetics
GDS1334	16263771	Adolescent ¥ Albumins/metabolism ¥ Androgens/pharmacology* ¥ Child ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects ¥ Humans ¥ Leucine/metabolism ¥ Male ¥ Muscle, Skeletal/drug effects* ¥ Muscle, Skeletal/metabolism ¥ Muscular Dystrophy, Duchenne/drug therapy* ¥ Muscular Dystrophy, Duchenne/genetics ¥ Muscular Dystrophy, Duchenne/metabolism* ¥ Myosin Heavy Chains/biosynthesis* ¥ Myosin Heavy Chains/genetics ¥ Oligonucleotide Array Sequence Analysis ¥ Oxandrolone/pharmacology* ¥ Protein Isoforms ¥ RNA, Messenger/chemistry ¥ RNA, Messenger/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Skeletal Muscle Myosins/biosynthesis* ¥ Skeletal Muscle Myosins/genetics
GDS1340	16260967	Aged ¥ Down-Regulation/physiology ¥ Exercise/physiology* ¥ Exercise Test ¥ Gene Expression* ¥ Humans ¥ Male ¥ Muscle, Skeletal/physiology* ¥ Oligonucleotide Array Sequence Analysis ¥ Oxygen Consumption ¥ Physical Fitness/physiology ¥ Reverse Transcriptase Polymerase Chain Reaction
GDS1344	15994935	Adult ¥ Aged ¥ Carcinoma, Papillary/classification* ¥ Carcinoma, Papillary/genetics ¥ Carcinoma, Papillary/metabolism ¥ Carcinoma, Papillary/pathology ¥ Carcinoma, Renal Cell/classification* ¥ Carcinoma, Renal Cell/genetics ¥ Carcinoma, Renal Cell/metabolism ¥ Carcinoma, Renal Cell/pathology ¥ Chromosome Aberrations ¥ Female ¥ Gene Expression Profiling ¥ Humans ¥ Immunohistochemistry ¥ Kidney Neoplasms/classification* ¥ Kidney Neoplasms/genetics ¥ Kidney Neoplasms/metabolism ¥ Kidney Neoplasms/pathology ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis
GDS1347	16091422	Adult ¥ Biological Markers/metabolism ¥ Cell Differentiation/physiology* ¥ Cell Lineage ¥ Cell Shape ¥ Gene Expression Profiling* ¥ Gene Expression Regulation ¥ Humans ¥ Immunohistochemistry ¥ Immunophenotyping ¥ Male ¥ Mesenchymal Stem Cells/cytology ¥ Mesenchymal Stem Cells/physiology* ¥ Microscopy, Video ¥ Middle Aged ¥ Neurons/cytology ¥ Neurons/physiology* ¥ Oligonucleotide Array Sequence Analysis ¥ Phenotype ¥ Time Factors ¥ Transcription, Genetic
GDS1353	16319822	Cells, Cultured ¥ Dexamethasone/pharmacology* ¥ Epithelial Cells/drug effects* ¥ Epithelial Cells/metabolism ¥ Eye Proteins/genetics* ¥ Eye Proteins/metabolism ¥ Gene Expression Profiling/methods* ¥ Gene Expression Regulation/drug effects* ¥ Genes, Reporter/genetics ¥ Glucocorticoids/pharmacology* ¥ Humans ¥ Lens, Crystalline/drug effects* ¥ Lens, Crystalline/metabolism ¥ Luciferases, Firefly/metabolism ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis ¥ Receptors, Glucocorticoid/metabolism ¥ Response Elements/genetics ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transfection ¥ Up-Regulation
GDS1362	15769906	Cardiomyopathies/enzymology ¥ Cardiomyopathies/genetics* ¥ Cardiomyopathies/therapy ¥ Gene Expression Regulation* ¥ Heart Failure/enzymology ¥ Heart Failure/genetics* ¥ Heart Failure/therapy ¥ Heart-Assist Devices ¥ Humans ¥ Multigene Family ¥ Myocardial Ischemia/enzymology ¥ Myocardial Ischemia/genetics* ¥ Myocardial Ischemia/therapy ¥ Oligonucleotide Array Sequence Analysis ¥ Peptidyl-Dipeptidase A/genetics* ¥ Polymerase Chain Reaction
GDS1365	16148108	Blood Cells ¥ Cells, Cultured ¥ Chemotaxis/drug effects* ¥ Dose-Response Relationship, Drug ¥ Feedback, Physiological ¥ Gene Expression Profiling ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ Inflammation ¥ Interferon-gamma/pharmacology* ¥ Macrophages/metabolism* ¥ Macrophages/physiology ¥ RNA, Messenger/analysis ¥ Receptors, CCR2 ¥ Receptors, Chemokine/analysis ¥ Receptors, Chemokine/genetics ¥ Receptors, Chemokine/physiology* ¥ STAT3 Transcription Factor/genetics ¥ STAT3 Transcription Factor/physiology
GDS1369	15894616	Amino Acid Sequence ¥ Antigen Presentation/immunology* ¥ Autophagy/immunology* ¥ B-Lymphocytes/immunology ¥ Cadaverine/analogs & derivatives* ¥ Cysteine Endopeptidases/metabolism ¥ Gene Expression/immunology* ¥ Histocompatibility Antigens Class II/immunology* ¥ Histocompatibility Antigens Class II/metabolism ¥ Humans ¥ Ligands ¥ Lysosomes/immunology ¥ Lysosomes/metabolism ¥ Oligonucleotide Array Sequence Analysis ¥ Peptides/genetics ¥ Peptides/immunology* ¥ Peptides/metabolism
GDS1372	16368652	Adult ¥ Apoptosis/drug effects ¥ Bone Morphogenetic Protein 2 ¥ Bone Morphogenetic Proteins/pharmacology* ¥ Cell Proliferation/drug effects ¥ Down-Regulation/drug effects ¥ Female ¥ Gene Expression Profiling* ¥ Gene Expression Regulation/drug effects* ¥ Humans ¥ Hypertension, Pulmonary/genetics* ¥ Hypertension, Pulmonary/metabolism* ¥ Hypertension, Pulmonary/pathology ¥ Male ¥ Middle Aged ¥ Muscle, Smooth, Vascular/cytology ¥ Muscle, Smooth, Vascular/drug effects ¥ Muscle, Smooth, Vascular/metabolism* ¥ Pulmonary Artery/cytology* ¥ Pulmonary Artery/drug effects ¥ Pulmonary Artery/metabolism ¥ Pulmonary Wedge Pressure ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Transforming Growth Factor beta/pharmacology* ¥ Up-Regulation/drug effects
GDS1375	16243793	Adolescent ¥ Adult ¥ Aged ¥ Cluster Analysis ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic/genetics* ¥ Humans ¥ Male ¥ Melanocytes/metabolism* ¥ Melanocytes/pathology ¥ Melanoma/genetics* ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Skin Neoplasms/genetics* ¥ Tumor Markers, Biological/genetics
GDS1376	16113833	17-Hydroxysteroid Dehydrogenases/metabolism* ¥ Adult ¥ Aged ¥ Animals ¥ Blood Platelets/enzymology* ¥ Blood Platelets/metabolism ¥ Computational Biology ¥ Down-Regulation ¥ Female ¥ Gene Expression Regulation ¥ Humans ¥ Male ¥ Mice ¥ Middle Aged ¥ Phenotype ¥ Phylogeny ¥ RNA, Messenger/metabolism ¥ Reverse Transcriptase Polymerase Chain Reaction ¥ Testis/metabolism ¥ Thrombocytosis/blood* ¥ Thrombocytosis/enzymology ¥ Thrombocytosis/pathology* ¥ Time Factors ¥ Up-Regulation
GDS1380	16254489	Brain Neoplasms/diagnosis* ¥ Brain Neoplasms/metabolism ¥ Brain Neoplasms/pathology ¥ Gene Expression Profiling/methods ¥ Gene Expression Regulation, Neoplastic/physiology* ¥ Glioblastoma/diagnosis* ¥ Glioblastoma/metabolism ¥ Glioblastoma/pathology ¥ Humans ¥ Microdissection/methods ¥ Oligonucleotide Array Sequence Analysis/methods ¥ Prognosis ¥ Proportional Hazards Models ¥ RNA, Messenger/biosynthesis ¥ Reverse Transcriptase Polymerase Chain Reaction/methods ¥ Time Factors ¥ Tumor Markers, Biological/metabolism* ¥ Tumor Suppressor Proteins/genetics ¥ Tumor Suppressor Proteins/metabolism
GDS1381	16227411	Antineoplastic Agents/pharmacology* ¥ Carboplatin/pharmacology* ¥ Drug Resistance, Neoplasm ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Neoplastic/drug effects* ¥ Gene Expression Regulation, Neoplastic/genetics ¥ Genome, Human ¥ Humans ¥ Ovarian Neoplasms/drug therapy* ¥ Ovarian Neoplasms/genetics* ¥ Ovarian Neoplasms/metabolism ¥ Transcription, Genetic/drug effects ¥ Transcription, Genetic/genetics
GDS1384	16205643	Animals ¥ Base Sequence ¥ Cell Line, Tumor ¥ DNA Primers ¥ Humans ¥ Mutation* ¥ Oligonucleotide Array Sequence Analysis ¥ Oncogenes* ¥ Proto-Oncogene Proteins c-myb/physiology* ¥ Transcription, Genetic/genetics*
GDS1388	16038780	Aged ¥ Female ¥ Gene Expression Profiling ¥ Gene Expression Regulation, Leukemic*/genetics ¥ Humans ¥ Leukemia, Lymphocytic, Chronic, B-Cell/genetics* ¥ Leukemia, Lymphocytic, Chronic, B-Cell/metabolism ¥ Male ¥ Middle Aged ¥ Oligonucleotide Array Sequence Analysis* ¥ Phosphoprotein Phosphatases/biosynthesis ¥ Phosphoprotein Phosphatases/genetics* ¥ Protein Phosphatase 2 ¥ Proteins/genetics* ¥ Proteins/metabolism ¥ Retinoblastoma-Like Protein p130 ¥ Tumor Markers, Biological/genetics* ¥ Tumor Markers, Biological/metabolism
